video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"3OI6fZo0CTM","[#강철부대 '참호격투'] 압도적인 피지컬로 겨루는 힘과 힘 대결! | 채널 A 강철부대","2021-03-30T15:37:04Z","UCaZS_XwAu1yBMNoQDD1mR7g","채널A","22","21.31.03","강철부대|특수부대|육군특수전사령부|특전사|UDT해군특수전전단|UDT|제707특수임무단|707|대테러 부대|해병대|해병대수색대|SSU해난구조전대|SSU|SDT군사경찰특임대|SDT|군대예능|밀리터리|오종혁|박군|육준서|6dory|참호격투","230748","1387","80","1087","https://i.ytimg.com/vi/3OI6fZo0CTM/default.jpg","False","False","미쳐버린 파워 대결!강철부대 최강대원 선발전 첫 번째 대결 #참호격투00:00 최강대원 선발전 첫 번째 대결 - 참호격투00:50 참호격투 1조: 707 염승철, 해병대수색대 정훈, 특전사 박도현, UDT 김상욱, SDT 강준 , SSU정성훈04:26 참호격투 2조: 707 박수민, 해병대수색대 오종혁, 특전사 정태균, UDT 육준서, SDT 이정민, SSU 정해철11:01 참호격투 3조: 707 이진봉, 해병대수색대 안필립, 특전사 김현동, UDT 정종현, SDT 김민수, SSU 황충원16:37 참호격투 4조: 707 임우영, 해병대수색대 안태환, 특전사 박준우, UDT 김범석, SDT 강원재, SSU 김민수최강의 특수부대를 가리기 위한 밀리터리 팀 서바이벌#강철부대​, 2021 대한민국 최강 특수부대를 가린다👍 #특전사​ / '국가대표 특수부대' 특수전사령부👍 #해병대수색대​ / '신출귀몰 선봉부대' 해병대수색대👍 #707​ / '국가급 대테러부대' 제707 특수임무단👍 #UDT​ / '전천후 엘리트부대' 해군특수전전단👍 #SDT​ / '최정예 군사경찰' 군사경찰 특임대👍 #SSU​ / '세계 수준의 구조부대' 해난구조전대채널A x SKY 공동 제작강철부대, 매주 화요일 밤 10시 30분 방송#김성주​​​ #장동민​​​ #김희철​​​ #김동현​​​ #최영재​​​ #츄​​"
"i44ObfqB77Q","[#강철부대 'UDT 육준서'] 남자 중에 남자! 포기하면 정말 최악이에요 | 채널A 강철부대","2021-03-30T15:37:10Z","UCaZS_XwAu1yBMNoQDD1mR7g","채널A","22","21.31.03","강철부대|특수부대|육군특수전사령부|특전사|UDT해군특수전전단|UDT|제707특수임무단|707|대테러 부대|해병대|해병대수색대|SSU해난구조전대|SSU|SDT군사경찰특임대|SDT|군대예능|밀리터리|오종혁|박군|육준서|6dory|참호격투|턱걸이|풀업","337666","2209","73","1166","https://i.ytimg.com/vi/i44ObfqB77Q/default.jpg","False","False","문답무용, 남자 중에 남자!UDT #육준서  포기하면 정말 최악이에요 최강의 특수부대를 가리기 위한 밀리터리 팀 서바이벌#강철부대​, 2021 대한민국 최강 특수부대를 가린다👍 #특전사​ / '국가대표 특수부대' 특수전사령부👍 #해병대수색대​ / '신출귀몰 선봉부대' 해병대수색대👍 #707​ / '국가급 대테러부대' 제707 특수임무단👍 #UDT​ / '전천후 엘리트부대' 해군특수전전단👍 #SDT​ / '최정예 군사경찰' 군사경찰 특임대👍 #SSU​ / '세계 수준의 구조부대' 해난구조전대채널A x SKY 공동 제작강철부대, 매주 화요일 밤 10시 30분 방송#김성주​​​ #장동민​​​ #김희철​​​ #김동현​​​ #최영재​​​ #츄​​"
"2IRJbYdJmfo","남편이 분만장면을 다 보면 정말 트라우마가 생기나요?","2021-03-30T07:00:01Z","UCicKQUi8h4NI81wDmrDBD4A","올리버쌤","27","21.31.03","[none]","918844","38159","296","10705","https://i.ytimg.com/vi/2IRJbYdJmfo/default.jpg","False","False","[올리버쌤의 영어회화 일력 365]저와 함께 새해 영어 공부를 매일 함께 해봐요!! 교보문고 https://bit.ly/389tTbX예스24 https://bit.ly/3l1nXFo알라딘 https://bit.ly/3etrwBP인터파크 https://bit.ly/3kYvHYY[해외에서 구매하고 싶다면?!]인터파크 글로벌 https://bit.ly/2Jfcc0J출산날이 다가오면서 많은 분들이 우려의 댓글을 남겨주셨어요.남편이 모든 출산 과정을 함께하게 되면 후회할 수도 있다고요.심지어 마님도 나가 있어도 괜찮다고 해줬어요.하지만 간호사들이 적극적으로 저를 출산과정에 참여시키면서, 전과정을 참여하게 되었어요. 그리고 그 과정에서 느낀것이 굉장히 많아졌어요. [올리버쌤의 실전 영어 꿀팁 100] 구매하기 예스24 https://bit.ly/31o54Dg교보문고 https://bit.ly/2R7WlQZ[올리버쌤의 영어 꿀팁] 책 구매하기예스24 http://bit.ly/2QigDck교보문고 http://bit.ly/2qWTNJc[올리버쌤 인스타그램] http://instagram.com/oliverkorea [유기견 입양 신청 및 해외 이동봉사 문의]메일 2798catherine@gmail.com인스타 instagram.com/yellow_mom_"
"47hJFrCLdFY","MBN 뉴스파이터-인생 무너지는 경험…박수홍 의미심장한 SNS","2021-03-29T10:14:00Z","UCG9aFJTZ-lMCHAiO1KJsirg","MBN News","25","21.31.03","MBN|박수홍|오열|다홍이|뉴스파이터|김명준앵커|SNS|가족|경험|고양이","1022305","10719","425","2583","https://i.ytimg.com/vi/47hJFrCLdFY/default.jpg","False","False","[출연자]오윤성 순천향대 경찰행정학과 교수장윤미 변호사박성배 변호사최정아 연예전문기자김유진 아나운서#MBN #박수홍 #오열 #다홍이 #뉴스파이터 #김명준앵커화면 출처 : 박수홍 SNS 화면 출처 : 유튜브 '검은고양이 다홍 Blackcat Dahong' *해당 내용은 관련 동영상 참고[ 저작권자 ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 ]☞ MBN 유튜브 구독하기  ☞ https://goo.gl/6ZsJGT📢 MBN 유튜브 커뮤니티https://www.youtube.com/user/mbn/community?disable_polymer=1MBN 페이스북 http://www.facebook.com/mbntvMBN 인스타그램 https://www.instagram.com/mbn_news/"
"8M3WUaeIbOk","BAEKHYUN 백현 'Bambi' MV","2021-03-30T09:01:01Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","21.31.03","[none]","7309284","887708","3739","221012","https://i.ytimg.com/vi/8M3WUaeIbOk/default.jpg","False","False","BAEKHYUN's 3rd Mini Album Bambi is out!Listen and download on your favorite platform: https://smarturl.it/BAEKHYUN_BAMBI[Tracklist]01 Love Scene02 Bambi03 All I Got04 놀이공원 (Amusement Park)05 Privacy06 Cry For LoveBAEKHYUN Officialhttp://www.youtube.com/baekhyunhttp://www.youtube.com/weareoneEXOhttp://www.facebook.com/weareoneEXOhttp://www.instagram.com/weareone.exohttps://www.vlive.tv/channel/F94BDhttp://twitter.com/weareoneEXO#BAEKHYUN #백현 #BambiBAEKHYUN 백현 'Bambi' MV ℗ SM Entertainment"
"C1xSWaFYwjU","박수홍 친형 100억 횡령 맞다…부모님은 관계없어 [MBN 종합뉴스]","2021-03-29T11:24:08Z","UCG9aFJTZ-lMCHAiO1KJsirg","MBN News","25","21.31.03","박수홍|100억 원|박수홍 친형|횡령|출연료|계약금|형|매니지먼트|소속사|입장","836516","6085","226","2862","https://i.ytimg.com/vi/C1xSWaFYwjU/default.jpg","False","False","【 앵커멘트 】  오늘 느닷없이 방송인 박수홍이 친형에게 30년 동안 100억 상당의 출연료와 계약금을 떼였다는 의혹이 제기됐는데요,  박 씨는 횡령 의혹이 맞다며 형에게 대화를 촉구하고 나섰습니다.   이상주 기자의 보도입니다.【 기자 】  삼 형제 중 둘째 아들인 방송인 박수홍은, 1991년 대학개그제로 데뷔한 후 친형과 함께 일했습니다.  그러다 최근 소속사를 나왔고 그 배경에는 소속사 대표이자 친형 부부의 100억 원대 횡령이 있다는 주장이 제기됐습니다.  박수홍의 유튜브에 의혹을 제기한 이는 '박수홍이 데뷔 초부터 친형에게 매니지먼트 업무를 맡겼고, 출연료 등 자산 관리는 모두 형과 형수가 했다'고 설명했습니다.  그러면서 '박수홍이 버는 돈이 친형 부부의 생계였기에 돈줄이 끊기는 것에 대해 극도로 불안감을 느껴 박수홍의 결혼을 반대하기도 했다'고 폭로했습니다.▶ 인터뷰 : 박수홍 / 동치미(지난 27일 방송)- 태어나서 나는 나 혼자서 가족들을 지켜야 그 부담감이 있었어요.   결국, 박수홍은 소속사는 제 형과 형수의 명의로 운영됐다며 최근 충격을 받고 바로 잡으려고 대화를 시도했지만, 답변을 받지 못했고 더는 그들을 가족으로 볼 수 없을 것 같다는 입장을 나타냈습니다.  그러면서도 부모님은 최근까지 이런 분쟁을 모르고 있었다며 무분별한 의혹 제기에 대해선 선을 그었습니다.  MBN뉴스 이상주입니다.#박수홍 #100억원 #MBN 이상주 기자 #박수홍친형☞ MBN 유튜브 구독하기  ☞ https://goo.gl/6ZsJGT📢 MBN 유튜브 커뮤니티https://www.youtube.com/user/mbn/community?disable_polymer=1MBN 페이스북 http://www.facebook.com/mbntvMBN 인스타그램 https://www.instagram.com/mbn_news/"
"bNSJRCeJU2E","[#도레미가족] 왔어 왔어 혜리가 왔어 💃 여러분이 그토록 기다린 혜리 포포몬쓰 모음집│#놀라운토요일 Amazing Saturday","2021-03-30T08:00:06Z","UCTnafh2iyIWh7MhcGBmGU0g","놀라운 토요일 Amazing Saturday","24","21.31.03","ASTRO|Amazing Saturday|Block B|Diggle|Doremi Market|EUNWOO|KEY|P.O|SANHA|SHINee|TAEYEON|hyeri|key|p.o|taeyeon|tvN D CLASSIC|tvN D ENT|간식게임|간식게임 혜리|걸스데이|기출문제|김동현|넉살|넉살 간식게임|놀라운 토요일 간식게임|놀라운 토요일 혜리|놀라운토요일|놀토|놀토 미공개|놀토 비하인드|놀토 선공개|놀토 예고|놀토 직캠|놀토 혜리|놀토 혜리 모음|다듀|다이나믹듀오|도레미가족|도레미마켓|디글|모아봤zip|문세윤|박나래|붐|신동엽|아스트로|우산즈|윤산하|입짧은햇님|차은우|차은우 혜리|키|태연|태연 혜리|티비냥|티비냥 놀라운토요일|피오|한해|햇님 먹방|혜리|혜리 드라마|혜리 등장|혜리 모음|혜리 춤|혜리 태연","185589","3737","33","315","https://i.ytimg.com/vi/bNSJRCeJU2E/default.jpg","False","False","#놀라운토요일내 영상 보러 왔구나? #도레미가족❤ 사랑아 놀토해 🧡도레미와 함께하는 놀라운 토요일구독하쟈📌, 알림받쟈🔔, 읏쨔~!☞ https://www.youtube.com/channel/UCTnafh2iyIWh7MhcGBmGU0g?sub_confirmation=1"
"v-yeh-EIjWA","[선공개] 아이유님도 찐자기였어...☆ 믿고 보는 유퀴즈 100회! 아이유재석(?) 조합+_+#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.100","2021-03-31T01:33:21Z","UC920m3pMPH45qztdhppZhwA","유 퀴즈 온 더 튜브","24","21.31.03","유재석|유퀴즈|유퀴즈온더블럭|조세호","1016948","23790","320","2078","https://i.ytimg.com/vi/v-yeh-EIjWA/default.jpg","False","False","유 퀴즈 온 더 블럭매주 (수) 저녁 8시 40분 tvN#유퀴즈온더블럭 #유퀴즈 #선공개 #유재석 #조세호 #100회특집 #00의현실판 #아이유 #이지은"
"8O6c1_vnSN4","BMW 미니쿠퍼 만들기","2021-03-30T03:51:00Z","UCd4FmcWIVdWAy0-Q8OJBloQ","사나고 Sanago","26","21.31.03","사나고|3D펜|3Dpen|만들기|making|3d프린터|3Dprinting","469204","15706","171","3240","https://i.ytimg.com/vi/8O6c1_vnSN4/default.jpg","False","False","● 3D펜 사나고 샵https://smartstore.naver.com/sanago● SANAGO shop (For foreigners)http://sanago-en.com● 인스타그램https://www.instagram.com/sanago_kr/​● 3D펜카페 [사나고의 3D펜 비밀기지]https://cafe.naver.com/sanago​● Contact 광고문의uggnll@naver.com각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com​​      #사나고​​ #BMW미니​​ #3D펜​"
"MYtpZoJRs5A","Bambi","2021-03-30T09:03:10Z","UCNk_IkwluNdvioqpj7e-3pA","BAEKHYUN - Topic","10","21.31.03","BAEKHYUN|Bambi - The 3rd Mini Album|Bambi","185351","8388","70","4","https://i.ytimg.com/vi/MYtpZoJRs5A/default.jpg","False","False","Provided to YouTube by SM EntertainmentBambi · BAEKHYUNBambi - The 3rd Mini Album℗ 2021 SM EntertainmentReleased on: 2021-03-30Lyricist: DEEZLyricist: SAAYComposer: DEEZComposer: YUNSUComposer: SAAYComposer: Adrian McKinnonArranger: DEEZArranger: YUNSUAuto-generated by YouTube."
