video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"vPajDFsAxPc","실제 상황, 폭력 사태 발생 | 머니게임 EP4","2021-05-01T10:00:00Z","UCIG4gr_wIy5CIlcFciUbIQw","진용진","22","21.02.05","머니게임|머니게임4화|진용진","2778247","33966","1373","27900","https://i.ytimg.com/vi/vPajDFsAxPc/default.jpg","False","False","#머니게임​​ #머니게임4화​​ #진용진​​머니게임 4화본 프로그램은 응급 상황 및 안전 사고에 대비하여 촬영되었으며음주,흡연,욕설 등 부적절한 내용이 포함되어 있습니다.노약자,임산부 등은 시청에 주의해 주시기 바랍니다.이 영상은 유료광고를 포함하고 있습니다  #우리은행​​​ #BALLER"
"ML9E33z2jJ0","🧳스페셜(1) 최다 출연 X 최단 시간, 이렇게 힘든 걸 금가즈가 해냅니다 | 🧳출장십오야 X 빈센조 스페셜","2021-05-02T01:05:15Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","21.02.05","나영석|나PD|아간세|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면|라면끼리는남자|강호동|양정우|육봉선생|6봉선생|라면먹방|마포멋쟁이|마포|멋쟁이|송민호|표지훈|민호|지훈|피오|MINO|PO|P.O|위너|WINNER|송표|표송|패션|패션유튜버|패션유튜브|삼시네세끼|달나라공약이행프로젝트|달나라프로젝트|달나라|젝스키스|젝키|젝서키|젝스키|이재진|재진|김재덕|재덕|장수원|수원|Sechs Kies|슬의|슬기로운하드털이|슬의생|슬기로운의사생활|신원호|이우정|조정석|정경호|유연석|김대명|전미도|이익준|김준완|안정원|양석형|채송화|용석민|문태유|도재학|이익순|곽선영|신현빈|장겨울|hospitalplaylist|이식당|나홀로이식당|나노|우주|김준|어깨춤|언제까지어깨춤을추게할거야|규현|조규현|조정뱅이|슈퍼주니어|superjunior|슈주|악마는정남이를입는다|악마정남|배정남|조재윤|기쁨라사|출장십오야|출장|슬기로운캠핑생활|캠핑생활|슬캠","1125858","31746","235","2018","https://i.ytimg.com/vi/ML9E33z2jJ0/default.jpg","False","False","#유료광고포함 #빈센조 #스페셜 부르면, 달려 갑니다!세계최초(?) 예능배달서비스 출장 십오야매주 금요일 밤 10시 20분 tvN풀버전은 유튜브 채널십오야에서!출장 관련 소식은?https://bit.ly/2RpuQEt"
"MwA0qe_JkhI","🧳스페셜(2) 솔찍히 썸네일만 봐도 벌써 재밌다 | 🧳출장십오야 X 빈센조 스페셜","2021-05-02T01:34:05Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","21.02.05","나영석|나PD|아간세|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면|라면끼리는남자|강호동|양정우|육봉선생|6봉선생|라면먹방|마포멋쟁이|마포|멋쟁이|송민호|표지훈|민호|지훈|피오|MINO|PO|P.O|위너|WINNER|송표|표송|패션|패션유튜버|패션유튜브|삼시네세끼|달나라공약이행프로젝트|달나라프로젝트|달나라|젝스키스|젝키|젝서키|젝스키|이재진|재진|김재덕|재덕|장수원|수원|Sechs Kies|슬의|슬기로운하드털이|슬의생|슬기로운의사생활|신원호|이우정|조정석|정경호|유연석|김대명|전미도|이익준|김준완|안정원|양석형|채송화|용석민|문태유|도재학|이익순|곽선영|신현빈|장겨울|hospitalplaylist|이식당|나홀로이식당|나노|우주|김준|어깨춤|언제까지어깨춤을추게할거야|규현|조규현|조정뱅이|슈퍼주니어|superjunior|슈주|악마는정남이를입는다|악마정남|배정남|조재윤|기쁨라사|출장십오야|출장|슬기로운캠핑생활|캠핑생활|슬캠","787810","25818","139","1618","https://i.ytimg.com/vi/MwA0qe_JkhI/default.jpg","False","False","#빈센조 #스페셜 #고요속의외침부르면, 달려 갑니다!세계최초(?) 예능배달서비스 출장 십오야매주 금요일 밤 10시 20분 tvN풀버전은 유튜브 채널십오야에서!출장 관련 소식은?https://bit.ly/2RpuQEt"
"6SvFHaG7Aic","(ENG) [🙌하와 수🙌 재결성] 입 닫고 맥주나 마셔🤦‍♂️ (feat. 불장난 댄스) | @정준하하하 | 할명수 ep.34","2021-04-30T08:30:13Z","UCmbGE7Y2ov7pTBuUrkXgtTQ","할명수","24","21.02.05","할명수|박명수|무한도전|유재석|하하|정준하|광희|JTBC|JTBC Entertainment|예능|정형돈|노홍철|하와수|오분순삭|놀면뭐하니|무도|놀뭐|노찌롱|명수옹|명수|Park Myungsoo|Gpark|레전드|전설|불장난댄스","2487152","55302","1078","7577","https://i.ytimg.com/vi/6SvFHaG7Aic/default.jpg","False","False","명-하!예능 사상 최강의 케미 하와 수가 만났다!코로나 19로 어려운 자영업자 준하네 가게를 위해지갑 두둑히 하고 찾아간 박 장군!오고가는 맥주잔 속에술술 나오는 무한도전 비하인드 스토리!우리 함께 눈 감고 하와 수 케미나 보자!✌할명수 인스타그램✌ https://www.instagram.com/jtbc_hms/[34화 하와 수 할명수][🙌하와 수🙌 재결성] 입 닫고 맥주나 마셔🤦‍♂️ (feat. 불장난 댄스) |  @정준하하하  | 할명수 ep.3400:00  꽃 주나 안 주나 늘 정주는 정준하01:05  하와 수 순결한 재결성03:32  메뉴 주문(MIROTIC)04:58  이 집 잘하네06:48  유튜브 대선배 명수 08:10  명수는 왜 DM을 하는가10:44  아빠 판박이 민서&로하12:12  방귀대장 명명이13:32  어떻게 하와 수는 친해졌는가15:04  [하와 수 선정] 무도 레전드 에피소드18:20  무도 비하인드 스토리20:43  불장난 댄스(레전드)매주 금요일 오후 5시 30분 유튜브 할명수 채널※ PPL 문의JTBC 마케팅솔루션팀 jtbc.ms@jtbc.co.kr JTBC BM파트 정범민 과장 jeong.beommin@jtbc.co.krPlease enter subtitle of this video in your own language. Anybody can enter subtitle by referring to existing English subtitle.You can make viewers all over the world pleased with your subtitle.Please click below link if you are interested in participating with subtitle.◎ SUBTITLE SUBMITTING TUTORIAL✍ Contribute closed captions and subtitles ☞▶  https://youtu.be/_3MMKHqoZrs#할명수 #정준하 #불장난댄스"
"rsaERcPAKWQ","[신서유기 스페셜 스프링 캠프] 필터? 없습니다. 정신? 없습니다. 아니 그래서 왜 모였냐고요 | 0화 공개","2021-04-30T04:00:16Z","UCNIiH_4ArJNd_cDZApZ7AFg","TVING","24","21.02.05","[none]","1310800","32622","779","5278","https://i.ytimg.com/vi/rsaERcPAKWQ/default.jpg","False","False","수다 떠는 거 아니고 기획 의도 얘기하러 모인 거 맞음독박 캠핑의 서막 그리고 🍪쿠.키.있.음🍪신서유기 스페셜 [스프링 캠프] 대망의 0화 공개!!!1화는 5월 7일 오직 티빙에서만! 넘 재밌어서 안 볼 수 없을껄요? 캬캬지금 티빙에 가입하세요! ▶ https://bit.ly/31FLrYF📣더 많은 [스프링 캠프] 정보를 보시려면, TVING 채널구독♥ #신서유기 #스프링캠프 #티빙 #티빙오리지널 #TVING#강호동 #이수근 #은지원 #규현 #송민호 #피오"
"VyxPfzbp61Y","[경제전쟁 꾼 9회] 반도체 ‘수퍼 사이클’이 온다는데 주가는 왜 이럴까? (노근창,송명섭,김동환,박정호)","2021-04-30T12:00:10Z","UCF8AeLlUbEpKju6v1H6p8Eg","한국경제TV","25","21.02.05","한국경제TV|wowtv|경제|증권|방송|파트너스|투자전략|종목상담|news|한경TV|와우넷|주식창|TMI특공대|한경 K-VINA|채널|돈립만세","409935","8031","292","224","https://i.ytimg.com/vi/VyxPfzbp61Y/default.jpg","False","False","[4월 이벤트] ★ 한국경제TV 에서 무료로 암호화폐 받으세요 ★https://m.wowtv.co.kr/klay/Event4 (소진 시까지)△대한민국의 경제를 보세요!△빠르고 정확한 경제·증권 뉴스와 파트너스들의 분석진단을 24시간 전해드립니다. △구독좋아요 그리고 알람설정하세요!꾼의 시선으로 경제를 본다!- 경제와 시사를 아우르는 프로중의 프로 김동환 소장과 경제 꾼들의 날 선 토크 전쟁 * 방송시간[경제전쟁 꾼] 매주 금요일 저녁 8시 본방송 / 밤 12시 재방송 / 일요일 오후 5시 재방송#경제전쟁꾼  #꾼 #출연자 #노근창 #송명섭 #김동환 #박정호- #한국경제TV #와우넷 #와우파 #주식창 #한경KVINA #파트너 #경제 #증권 #와우 #WOWTV◇ 한국경제TV 유튜브 구독http://bit.ly/2sOQXqQ◇ 한국경제TV 유튜브 라이브https://www.youtube.com/c/hkwowtv/live◇ 한국경제TV-홈페이지 http://www.wowtv.co.kr-플러스친구 https://pf.kakao.com/_xbcxlxgd-트위터 http://www.twitter.com/hkwowtv-페이스북 http://www.facebook.com/hkwowtv-편성정보: http://bit.ly/2xX9neg-------------------------------------------------◆◇ 한국경제TV 패밀리 채널을 구독하세요!-가치를 더하는 뉴스 `한국경제TV 뉴스` https://youtube.com/한국경제TV뉴스-주식은 `와우넷` https://youtube.com/와우넷w-주식 교육은 '와우파' https://bit.ly/2YAVk8t-국민 주식앱 주식창 https://youtube.com/stockw-똑똑한 베트남·글로벌 비즈 정보 `한경 K-VINA` http://bit.ly/2JrvJK1-언제까지 저축만 할래? `돈립만세` https://youtube.com/돈립만세"
"_ysomCGaZLw","ITZY 마.피.아. In the morning M/V","2021-04-30T04:00:16Z","UCaO6TYtlC8U5ttz62hTrZgg","JYP Entertainment","10","21.02.05","JYP Entertainment|JYP|ITZY|있지|ITZY Video|ITZY Yeji|ITZY Lia|ITZY Ryujin|ITZY Chaeryeong|ITZY Yuna|있지 예지|있지 리아|있지 류진|있지 채령|있지 유나|예지|리아|류진|채령|유나|Yeji|Lia|Ryujin|Chaeryeong|Yuna|ITZY BEHIND|ITZY VIDEOS|ITZY DEBUT|있지 데뷔|not shy|ITZY GUESS WHO|ITZY TEASER|있지 티저|GUESS WHO 티저|있지 뮤비 티저|ITZY MV TEASER|ITZY MV|M/V|TEASER|있지 컴백|ITZY COMEBACK|마.피.아. In the morning|마.피.아. In the morning MV|마.피.아 In the morning 뮤비|마.피.아 In the morning|GUESS WHO","39814379","1847668","34193","228045","https://i.ytimg.com/vi/_ysomCGaZLw/default.jpg","False","False","ITZY 마.피.아. In the morning M/Vhttps://orcd.co/guesswhoFind ITZY 마.피.아. In the morning onMelOn kko.to/yBIq-NQDoApple Music https://music.apple.com/us/album/guess-who-ep/1563132631Spotify http://open.spotify.com/album/1PKhKkeCqANY5E9RGcUWUX[ITZY Official] https://www.youtube.com/c/ITZYhttps://www.instagram.com/itzy.all.in.ushttp://www.twitter.com/ITZYOfficialhttp://www.facebook.com/OfficialITZYhttps://vlive.tv/membership/151http://ITZY.jype.comhttp://fans.jype.com/ITZY#ITZY #GUESSWHO #ITZY_GUESSWHOCopyrights 2021 ⓒ JYP Entertainment. All Rights Reserved"
"Wmyps0DAbrY","[#강철부대 미공개] “형이라 하면 되지~” 포커페이스 UDT 형님들에게 이런 스윗한 모습이?♥ | 채널A 강철부대","2021-04-30T14:00:24Z","UCaZS_XwAu1yBMNoQDD1mR7g","채널A","22","21.02.05","강철부대|특수부대|UDT해군특수전전단|UDT|육준서|6dory|김상욱|종합격투기|종합격투기선수 김상욱","1266331","9299","236","1285","https://i.ytimg.com/vi/Wmyps0DAbrY/default.jpg","False","False","UDT 대원들의 첫 만남!포커페이스 무뚝뚝한 형님들인 줄 알았는데..♥최강의 특수부대를 가리기 위한 밀리터리 팀 서바이벌#강철부대​​, 2021 대한민국 최강 특수부대를 가린다👍 #특전사​​ / '국가대표 특수부대' 특수전사령부👍 #해병대수색대​​ / '신출귀몰 선봉부대' 해병대수색대👍 #707​​ / '국가급 대테러부대' 제707 특수임무단👍 #UDT​​ / '전천후 엘리트부대' 해군특수전전단👍 #SDT​​ / '최정예 군사경찰' 군사경찰 특임대👍 #SSU​​ / '세계 수준의 구조부대' 해난구조전대채널A x SKY 공동 제작강철부대, 매주 화요일 밤 10시 30분 방송#김성주​​​​ #장동민​​​​ #김희철​​​​ #김동현​​​​ #최영재​​​​ #츄​​"
"qVOMWyHJx98","대망의 마지막화, 토스트왕 만나고 왔습니다 (눈물주의) [네고왕2] Ep.10","2021-04-30T09:30:16Z","UC0SoPwEH3idvemSDvKaYgGA","달라스튜디오","23","21.02.05","예능|달라스튜디오|DALLA|이삭토스트|장영란|네고왕|유퀴즈|햄치즈토스트|toast|isaac","1830722","58144","379","8202","https://i.ytimg.com/vi/qVOMWyHJx98/default.jpg","False","False","16:41 천사를 찾습니다.. 선팩폭 후네고 [네고왕2]🔔 매주 금요일 오후 6시 30분🔔 구독+댓글+알림설정ㄱㄱ 기획 : 고동완제작 : 강경민 백승엽 배민지 이소영 김지인 백도란 조선화작가 : 이민정 유희경 #네고왕​​ #장영란​ #이삭토스트"
"4_pO7cFrjIU","[K-Choreo 8K HDR] 있지 직캠 '마.피.아. In the morning' (ITZY Choreography) l @MusicBank 210430","2021-04-30T09:14:18Z","UCeLPm9yH_a_QH8n6445G-Ow","KBS Kpop","10","21.02.05","KBS|KPOP|뮤직|KBSKPOP|K-POP|케이팝|kpop|KBSKpop|음악|K-Choreo|Choreography|K-Fancam|Fancam|Musicbank|케이비에스|idol|있지|있지 뮤뱅|뮤뱅 직캠|뮤잭뱅크|MusicBank|ITZY|ITZY Dance|있지 레전드|있지 안무|ITZY Choreo|예지|류진|리아|채령|유나|YEJI|LIA|RYUJIN|CHAERYEONG|YUNA|ITZY 직캠|있지 직캠|있지 뮤뱅 직캠|마피아|마피아 있지|마피아 itzy|마.피.아.|In the morning|있지 컴백|itzy comeback|GUESSWHO|musicbank itzy|뮤뱅 있지|뮤직뱅크 있지|itzy fancam|itzy dance","2047717","100480","1982","6856","https://i.ytimg.com/vi/4_pO7cFrjIU/default.jpg","False","False","#ITZY #Choreography #8k #hdrMore from #KBSKPOPTwitter:       https://twitter.com/StudioK_twitInstagram: https://www.instagram.com/studiok__official/"
