video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"r0mgs7YoeCc","뒤집히는 게임의 판도, 새로운 참가자의 등장ㅣ머니게임 Ep6","2021-05-08T10:00:00Z","UCIG4gr_wIy5CIlcFciUbIQw","진용진","22","21.09.05","머니게임|머니게임6화|진용진","3253890","41966","10544","47480","https://i.ytimg.com/vi/r0mgs7YoeCc/default.jpg","False","False","#머니게임   #머니게임6화   #진용진  머니게임 6화본 프로그램은 응급 상황 및 안전 사고에 대비하여 촬영되었으며음주,흡연,욕설 등 부적절한 내용이 포함되어 있습니다.노약자,임산부 등은 시청에 주의해 주시기 바랍니다.이 영상은 유료광고를 포함하고 있습니다  #우리은행    #BALLER"
"_m6vqq1J8UI","갈등 최고조, 이성을 잃어가는 참가자들 l 머니게임 Ep5","2021-05-06T10:15:49Z","UCIG4gr_wIy5CIlcFciUbIQw","진용진","22","21.09.05","[none]","5765003","73522","5427","10335","https://i.ytimg.com/vi/_m6vqq1J8UI/default.jpg","False","False","#머니게임   #머니게임5화   #진용진  출연자들에 대한 많은 비난이 쏟아져서댓글을 검토 후 승인 으로 설정하였습니다.많은 양해 부탁드립니다.머니게임 5화본 프로그램은 응급 상황 및 안전 사고에 대비하여 촬영되었으며음주,흡연,욕설 등 부적절한 내용이 포함되어 있습니다.노약자,임산부 등은 시청에 주의해 주시기 바랍니다.이 영상은 유료광고를 포함하고 있습니다  #우리은행    #BALLER"
"WwTpZa9614s","머니게임 5화 리뷰 어, 나가 (feat.공혁준,전국진님)","2021-05-07T14:59:18Z","UCDV9zgWo7b6nPg7i49oRQ5Q","논리왕 전기","22","21.09.05","[none]","1432863","28886","577","10058","https://i.ytimg.com/vi/WwTpZa9614s/default.jpg","False","False","다른 참가자분들께 향하는 비난은 예고없이 삭제될 수 있습니다#머니게임 #진용진 #전기 #공혁준 #전국진 #4번 #1번"
"kRiLMi_RAbg","[단독] 故손정민씨 친구 신발 버린 사람은?…CCTV 확보 / 연합뉴스TV (YonhapnewsTV)","2021-05-07T11:16:11Z","UCTHCOPwqNfZ0uiKOvFyhGwg","연합뉴스TV","25","21.09.05","Live|News|Yonhapnews TV|뉴스|생방송|실시간","1115709","11150","400","1920","https://i.ytimg.com/vi/kRiLMi_RAbg/default.jpg","False","False","[단독] 故손정민씨 친구 신발 버린 사람은?…CCTV 확보[앵커] 고 손정민 씨의 사망 배경에 대한 수사가 한창입니다. 특히 친구 A씨가 당시 신고 있던 신발이 버려진 경위 등 여러 의문점이 남아 있는데요. 경찰이 친구 A씨 가족이 신발을 버리는 장면이 담긴 CCTV를 확보해 경위를 파악하고 있습니다. 신현정 기자의 단독보도입니다.[기자]경찰이 고 손정민 씨의 친구 A씨가 신고 있던 신발이 버려지는 장면이 담긴 CCTV를 확보했습니다.당초 A씨의 신발을 버린 건 A씨의 어머니로 알려졌는데, 영상 속 인물은 다른 가족이었습니다.경찰은 신발을 버린 당사자에게 경위 등을 물은 것으로 파악됐습니다.앞서 A씨 측은 흙탕물과 토사물이 묻어 더러워졌다는 이유로 신발을 버렸다고 말한 것으로 알려진 상황.손 씨 유족은 사망 원인 규명을 위한 주요 단서가 될 수도 있는 신발을 버린 것에 의구심을 표하고 있습니다.이 밖에도 경찰은 CCTV 54대와 실종 당시 한강공원에 출입한 차량 133대의 블랙박스 영상을 분석하고 있습니다.한편 손 씨가 실종 당시 근처에 있던 목격자는 1명 늘어 총 5개 그룹, 7명이 됐습니다.당시 현장을 목격한 사람을 찾는다는 소식에 직접 경찰에 연락을 한 것으로 알려졌습니다.경찰 관계자는 정확한 진술 내용은 구체적으로 밝힐 수 없다면서도 새로운 목격자가 진술한 내용 중 일부가 기존 목격자 6명의 진술 내용과 일치한다고 설명했습니다.경찰 수사가 한창인 가운데 손 씨의 사망 원인을 밝혀달라는 청와대 국민청원 글에는 35만 명 이상 동의했습니다. 연합뉴스TV 신현정입니다. (hyunspirit@yna.co.kr)    연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23▣ 연합뉴스TV 유튜브 채널 구독https://goo.gl/VuCJMi▣ 대한민국 뉴스의 시작 연합뉴스TV / Yonhap News TVhttp://www.yonhapnewstv.co.kr/"
"oK7LiJxmL84","[sub]🧳💜2-1 BTS의 초심을 위해 대낮부터 달방 찾아온 NA피아  | 🧳출장 십오야X💜달려라 방탄","2021-05-07T13:45:22Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","21.09.05","나영석|나PD|아간세|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면|라면끼리는남자|강호동|양정우|육봉선생|6봉선생|라면먹방|마포멋쟁이|마포|멋쟁이|송민호|표지훈|민호|지훈|피오|MINO|PO|P.O|위너|WINNER|송표|표송|패션|패션유튜버|패션유튜브|삼시네세끼|달나라공약이행프로젝트|달나라프로젝트|달나라|젝스키스|젝키|젝서키|젝스키|이재진|재진|김재덕|재덕|장수원|수원|Sechs Kies|슬의|슬기로운하드털이|슬의생|슬기로운의사생활|신원호|이우정|조정석|정경호|유연석|김대명|전미도|이익준|김준완|안정원|양석형|채송화|용석민|문태유|도재학|hospitalplaylist|이식당|나홀로이식당|나노|김준|어깨춤|언제까지어깨춤을추게할거야|규현|조규현|조정뱅이|슈퍼주니어|superjunior|악마는정남이를입는다|악마정남|배정남|기쁨라사|출장십오야|출장|슬기로운캠핑생활|캠핑생활|슬캠|방탄소년단|bts|runbts|달려라방탄|방탄","4069118","272272","1120","8263","https://i.ytimg.com/vi/oK7LiJxmL84/default.jpg","False","False","#출장십오야 #달려라방탄 #BTS💜5/4(화) 밤 9시출장십오야 x 달려라방탄 1화@ 위버스 & 브이라이브💜5/7(금) 밤 10시 20분쯤출장십오야 x 달려라방탄 2화@ 채널십오야 유튜브💜5/11(화) 밤 9시출장십오야 x 달려라방탄 3화@ 위버스 & 브이라이브💜5/14(금) 밤 10시 20분쯤출장십오야 x 달려라방탄 4화@ 채널십오야 유튜브부르면, 달려 갑니다!세계최초(?) 예능배달서비스 출장 십오야매주 금요일 밤 10시 20분 tvN풀버전은 유튜브 채널십오야에서!출장 관련 소식은?https://bit.ly/2RpuQEt​"
"_oRaN3zkv-w","[#유퀴즈온더블럭] 무한도전 폐지를 막아줬던 김영희 PD님이 말하는 유재석 캐스팅 비하인드 스토리! | #갓구운클립 #Diggle","2021-05-06T06:52:00Z","UCsRIHt5FkbGc6cQtCxt-ufA","tvN D ENT","24","21.09.05","Diggle|You Quiz on the block|msg 워너비|tvN|tvN D ENT|갓구운클립|갓구운클립 유퀴즈|갓클립|김영희|김영희pd|김용만|남창희|놀면뭐하니|놀면뭐하니 유재석|디글|무한도전|버라이어티|유야호|유재석|유재석 30년|유재석 30주년|유재석 과거|유재석 데뷔|유재석 데뷔 30주년|유재석 레전드|유재석 무한도전|유재석 비하인드|유재석 예능|유재석 전소민|유재석 조세호|유재석 지석진|유재석 찐친|유재석 큰자기|유재석특집|유퀴즈|유퀴즈 105회|유퀴즈 105회 다시보기|유퀴즈 김영희pd|유퀴즈 남창희|유퀴즈 레전드|유퀴즈 말하는대로|유퀴즈 어린이날|유퀴즈 어린이날특집|유퀴즈 연예인|유퀴즈 유재석|유퀴즈 유재석특집|유퀴즈 조남지대|유퀴즈 지석진|유퀴즈 하이라이트|유퀴즈온더블럭|유퀴즈온더블럭 레전드|전소민|조세호|조세호 유재석|큰자기|큰자기특집","1978302","19144","530","2122","https://i.ytimg.com/vi/_oRaN3zkv-w/default.jpg","False","False","#유퀴즈온더블럭 #Diggle #디글 Let's giggle, :Diggle!구독하기 ☞ https://www.youtube.com/c/tvNDENT"
"JbtQ30iXV_Y","[sub] 🧳💜2-2 단언컨대, 방탄 역사상 가장 난장판이 될 게임^^  | 🧳출장 십오야X💜달려라 방탄","2021-05-07T14:04:23Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","21.09.05","나영석|나PD|아간세|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면|라면끼리는남자|강호동|양정우|육봉선생|6봉선생|라면먹방|마포멋쟁이|마포|멋쟁이|송민호|표지훈|민호|지훈|피오|MINO|PO|P.O|위너|WINNER|송표|표송|패션|패션유튜버|패션유튜브|삼시네세끼|달나라공약이행프로젝트|달나라프로젝트|달나라|젝스키스|젝키|젝서키|젝스키|이재진|재진|김재덕|재덕|장수원|수원|Sechs Kies|슬의|슬기로운하드털이|슬의생|슬기로운의사생활|신원호|이우정|조정석|정경호|유연석|김대명|전미도|이익준|김준완|안정원|양석형|채송화|신현빈|장겨울|hospitalplaylist|이식당|나홀로이식당|나노|어깨춤|언제까지어깨춤을추게할거야|규현|조규현|조정뱅이|슈퍼주니어|superjunior|슈주|악마는정남이를입는다|악마정남|배정남|조재윤|기쁨라사|출장십오야|출장|슬기로운캠핑생활|캠핑생활|슬캠|방탄소년단|방탄|bts|runbts","3569291","212485","1253","6420","https://i.ytimg.com/vi/JbtQ30iXV_Y/default.jpg","False","False","#출장십오야 #달려라방탄 #자네지금뭐하는건가💜5/4(화) 밤 9시출장십오야 x 달려라방탄 1화@ 위버스 & 브이라이브💜5/7(금) 밤 10시 20분쯤출장십오야 x 달려라방탄 2화@ 채널십오야 유튜브💜5/11(화) 밤 9시출장십오야 x 달려라방탄 3화@ 위버스 & 브이라이브💜5/14(금) 밤 10시 20분쯤출장십오야 x 달려라방탄 4화@ 채널십오야 유튜브부르면, 달려 갑니다!세계최초(?) 예능배달서비스 출장 십오야매주 금요일 밤 10시 20분 tvN풀버전은 유튜브 채널십오야에서!출장 관련 소식은?https://bit.ly/2RpuQEt​​"
"Ht0CnxFx2OQ","[신서유기 스페셜 스프링 캠프] 자꾸 이러시면 전국 캠퍼들한테 저항받아요^^| 1화 선공개","2021-05-07T07:00:06Z","UCNIiH_4ArJNd_cDZApZ7AFg","TVING","24","21.09.05","[none]","661891","9833","225","1126","https://i.ytimg.com/vi/Ht0CnxFx2OQ/default.jpg","False","False","지금 티빙에 가입하세요! ▶ https://url.kr/2df8gv📣 [스프링 캠프] 함께 달리고 싶다면, TVING 채널구독♥------분명 독박은 원래 언지워니였는데?(수)근손실 오면 캠핑 불가할 것 같은 OB팀의 독박 캠핑 시작!※캠핑 고수님들은 심호흡하고 클릭하기신서유기 스페셜 [스프링 캠프] 1, 2화 풀버전을지금 바로 티빙에서 확인하세요!#신서유기 #스프링캠프 #티빙 #티빙오리지널 #TVING#강호동 #이수근 #은지원 #안재현 #규현 #송민호 #피오"
"ok2OcWg5KzY","나보다 나이 많은 사람 못 봤다! 00년생 왕언니 등장 | Born in 1900! Have Yall Ever Seen Anyone Older Than Me?","2021-05-08T04:00:12Z","UC0PsUG07plnP_uQQS9djFVQ","우와한 비디오","24","21.09.05","SBS|세상에이런일이|순간포착|순간포착 세상에 이런 일이|우와한비디오|역대급|놀라운 능력|놀라운 이야기|놀라운 사연|what on earth|wowvideo|how in the world|shook|OMG|amazing story|amazing human|talented|talented human|amazing people|dope video|unusual|unique|111세|최고령|왕언니|신수선아|할머니|고령화사회|일제강점기|6.25전쟁|산증인|한국사","650971","12688","150","1968","https://i.ytimg.com/vi/ok2OcWg5KzY/default.jpg","False","False","1902년생 유관순 열사보다 2년 먼저 태어난1900년생 신수선아 할머니일제강점기, 해방, 6.25전쟁, 민주화운동 한국역사 제일 고단했던 100년을 살아오신 할머니그리고 제작진이 방문한 2010년, 100살 하고도 11년의 해를 맞이한 할머니는말로 다 하지 못할 그 긴 시간을 허허 웃으시며 풀어내십니다모든 순간이 작품이었던 할머니의 삶그 긴 여정을 지금 시작합니다순간포착 세상에 이런일이 (2010.04.22 방송)#우와한비디오 #wowvideo #111세신수선아할머니────────────────────제보·문의💬 sbswowvideo@gmail.com▶우와한비디오 구독하기 : https://bit.ly/2UruBXv▶우와한비디오 페이스북 :https://www.facebook.com/wowwowvideo▶우와한비디오 인스타그램 : https://www.instagram.com/sbswowvideo"
"hnwQyBhSBM8","‘한강 사망’ 친구 신발 버리는 영상 확보","2021-05-07T10:37:51Z","UCIIpmDPVk7nzNHEUSHmvkUg","채널A 뉴스TOP10","25","21.09.05","경찰|신발|한강사망대학생","769812","9595","437","1981","https://i.ytimg.com/vi/hnwQyBhSBM8/default.jpg","False","False","‘한강 사망’ 친구 신발 버리는 영상 확보■ 방송 : 채널A 뉴스 TOP10 (17:30~19:00)■ 방송일 : 2021년 5월 7일 (금요일)■ 진행 : 김종석 앵커 ■ 출연 : 구자홍 동아일보 신동아팀 차장, 소종섭 전 시사저널 편집국장, 오윤성 순천향대 경찰행정학과 교수, 이현종 문화일보 논설위원, [김종석 앵커]얘기부터 풀어볼게요. 그동안 이렇다 할 대응을 하지 않았던 친구 측에 입장이 나왔는데요. 휴대전화를 왜 바꿨냐는 얘기에. 연락을 위해서, 어머니 명의로 임시 휴대전화를 개통한 것이다. 그리고 경찰이 어느 정도 수사의 가닥을 잡고 사인이 규명된 뒤에 입장을 밝히겠다, 조금 조심스럽다. 이런 게 친구 측의 기본적인 입장인 것 같더라고요. --------------------------------------------* 위 텍스트는 실제 토크 내용의 일부분입니다. 전체 토크 내용은 동영상으로 확인하시기 바랍니다.* 정리=정우식 인턴○ 기사 보기http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000249072▶채널A뉴스 구독https://www.youtube.com/tvchanews?sub_confirmation=1[채널A 뉴스·시사 프로그램 방송시간]〈평일〉09시 20분 김진의 돌직구 쇼12시 00분 뉴스A 라이브17시 20분 뉴스TOP1019시 00분 뉴스A〈주말〉12시 10분 토요랭킹쇼·뉴스A 라이브19시 00분 뉴스A#채널A뉴스 #뉴스TOP10 #한강사망대학생 #한강사망대학생친구▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do▷ 페이스북 https://www.facebook.com/channelanews▷ 카카오스토리 https://story.kakao.com/ch/channelanews"
